Code,Name,Keep,Definitions,URL,Source,Source_url,Reason
num_drug_overdose_deaths,Total Num Drug Overdose Deaths,0,Num drug poisoning deaths.,http://bit.ly/2qXPEYK,CDC WONDER mortality data,https://wonder.cdc.gov/,"Drug overdose deaths are a leading contributor to premature death and are largely preventable. Currently, the United States is experiencing an epidemic of drug overdose deaths. Since 2000, the rate of drug overdose deaths has increased by 137 percent nationwide. Opioids contribute largely to drug overdose deaths; since 2000, there has been a 200 percent increase in deaths involving opioids (opioid pain relievers and heroin)."
num_firearm_fatalities,Total Num Firearm Fatalities,0,"Num deaths due to firearms per 100,000 population.",http://bit.ly/33227Zk,CDC WONDER mortality data,https://wonder.cdc.gov/ucd-icd10.html,"Gun violence is a leading contributor to premature death in the United States. Firearm fatalities are a critical public health issue as they are largely preventable. The vast majority of firearm fatalities are the result of suicides (63%) and homicides (33%). In the United States, the firearm-related suicide and homicide rates are 8.0 and 25.2 times higher, respectively, than other high-income countries. Studies have shown that suicidal acts that prove fatal are strongly associated with the availability of household guns, and state-level rates of gun ownership are significantly associated with firearm and overall homicide rates."
num_food_insecure,Food Insecurity Number,0,Num people who lack adequate access to food.,http://bit.ly/323tT6p,Map the Meal Gap,https://map.feedingamerica.org/,"Lacking consistent access to food is related to negative health outcomes such as weight-gain and premature mortality. In addition to asking about having a constant food supply in the past year, the measure also addresses the ability of individuals and families to provide balanced meals, further addressing barriers to healthy eating. The consumption of fruits and vegetables is important, but it may be equally important to have adequate access to a constant food supply."
num_hispanic,Num Hispanic,0,Total Num hispanics in the population.,http://bit.ly/2q7p4M8,Census Population Estimates,https://www.census.gov/programs-surveys/popest.html,
num_hiv_cases,Num Hiv Cases,0,Num HIV cases.,http://bit.ly/332kxJt,"National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention",https://www.cdc.gov/nchhstp/default.htm,HIV is an important marker for a range of risky health behaviors including intravenous drug use and unprotected sex. This can be a valuable source of data for communities in understanding the toll that risky health behaviors take on their population and health care system.
num_homeowners,Total Num Homeowners,0,Num homeowners.,http://bit.ly/34evTdK,"American Community Survey, 5-year estimates",http://factfinder2.census.gov/,"Housing is central to opportunities for living long and well, and stable and affordable housing is an essential element of healthy communities. Homeownership has historically been a springboard for families to enter the middle class. Owning a home over time can help build savings for education or for other opportunities important to health and future family wealth. High levels of homeownership are associated with more stable housing and more tightly knit communities."
num_households,Num Households,0,Num total households.,http://bit.ly/2NtSeNy,"American Community Survey, 5-year estimates",http://factfinder2.census.gov/,"Adults and children in single-parent households are at risk for adverse health outcomes, including mental illness (e.g. substance abuse, depression, suicide) and unhealthy behaviors (e.g. smoking, excessive alcohol use). Self-reported health has been shown to be worse among lone mothers than for mothers living as couples, even when controlling for socioeconomic characteristics. Mortality risk is also higher among lone parents. Children in single-parent households are at greater risk of severe morbidity and all-cause mortality than their peers in two-parent households."
num_households_with_severe_cost_burden,Num Households With Severe Housing Cost Burden,0,Num households that spend 50% or more of their household income on housing.,http://bit.ly/3213uX9,"American Community Survey, 5-year estimates",http://factfinder2.census.gov/,"There is a strong and growing evidence base linking stable and affordable housing to health. As housing costs have outpaced local incomes, households not only struggle to acquire and maintain adequate shelter, but also face difficult trade-offs in meeting other basic needs. When so much of a paycheck goes toward the rent or mortgage, it makes it hard to afford to go to the doctor, cover the utility bills, or maintain reliable transportation to work or school, for instance."
num_injury_deaths,Num Injury Deaths,0,Num deaths due to injury.,http://bit.ly/34dIspz,CDC WONDER mortality data,http://wonder.cdc.gov/ucd-icd10.html,"Injuries are one of the leading causes of death; unintentional injuries were the third leading cause, and intentional injuries the 10th leading cause, of US mortality in 2016. The leading causes of death in 2016 among unintentional injuries, respectively, are: poisoning, motor vehicle traffic deaths, and falls. Among intentional injuries, the leading causes of death in 2016, respectively, are: firearm suicides, suffocation suicides, and firearm homicides. Unintentional injuries are a substantial contributor to premature death. In 2016, Unintentional injuries were the leading cause of death for all groups under age 45. Injuries account for 28% of all emergency department visits, and falls account for over one-third of those visits."
num_limited_access,Num Limited Access To Healthy Foods,0,Num people who are low-income and do not live close to a grocery store.,http://bit.ly/2puMgUP,USDA Food Environment Atlas,https://www.ers.usda.gov/data-products/food-environment-atlas/,"There is strong evidence that residing in a food desert is correlated with a high prevalence of overweight, obesity, and premature death. Supermarkets traditionally provide healthier options than convenience stores or smaller grocery stores. Additionally, lack of access to fresh fruits and vegetables is a substantial barrier to consumption and is related to premature mortality. This measure is no longer ranked, it was replaced by a composite measure of the food environment which includes food insecurity and access to healthy foods."
num_mental_health_providers,Num Mental Health Providers,0,Num mental health providers.,http://bit.ly/2NtPHmw,"CMS, National Provider Identification",http://download.cms.gov/nppes/NPI_Files.html,"Access to care requires not only financial coverage, but also access to providers. Thirty percent of the population lives in a county designated as a Mental Health Professional Shortage Area. As the mental health parity aspects of the Affordable Care Act create increased coverage for mental health services, many anticipate increased workforce shortages."
num_motor_vehicle_deaths,Motor Vehicle Crash Deaths,0,Num motor vehicle crash deaths.,http://bit.ly/2MZjV1F,CDC WONDER mortality data,https://wonder.cdc.gov/,"Motor vehicle crashes are one of the leading causes of death in the US. The lifetime economic costs of motor vehicle crashes in the United States in 2010 was $242 billion, which represents the cost of 32,999 fatalities, 3.9 million non-fatal injuries, and 24 million damaged vehicles."
num_native_hawaiian_or_other_pacific_islander,Num Native Hawaiian/Other Pacific Islander,0,Total Num Native Hawaiian/Other Pacific Islanders in the population.,http://bit.ly/2q7p4M8,Census Population Estimates,https://www.census.gov/programs-surveys/popest.html,
num_non_hispanic_white,Num Non-Hispanic White,0,Total Num non-hispanic whites in the population.,http://bit.ly/2q7p4M8,Census Population Estimates,https://www.census.gov/programs-surveys/popest.html,
num_not_proficient_in_english,Num People Not Proficient In English,0,Total Num people not proficient in English in the population.,http://bit.ly/2q7p4M8,Census Population Estimates,https://www.census.gov/programs-surveys/popest.html,
num_primary_care_physicians,Num Primary Care Physicians,0,Num primary care physicians.,http://bit.ly/2PuXnaU,Area Health Resource File/American Medical Association,https://data.hrsa.gov/data/download,"Access to care requires not only financial coverage, but also access to providers. While high rates of specialist physicians have been shown to be associated with higher (and perhaps unnecessary) utilization, sufficient availability of primary care physicians is essential for preventive and primary care, and, when needed, referrals to appropriate specialty care."
num_rural,Num Rural,0,Total Num people who live rurally in the population.,http://bit.ly/2q7p4M8,Census Population Estimates,https://www.census.gov/programs-surveys/popest.html,
num_single_parent_households,Num Single Parent Households,0,Num children that live in a household headed by single parent.,http://bit.ly/2NtSeNy,"American Community Survey, 5-year estimates",http://factfinder2.census.gov/,"Adults and children in single-parent households are at risk for adverse health outcomes, including mental illness (e.g. substance abuse, depression, suicide) and unhealthy behaviors (e.g. smoking, excessive alcohol use). Self-reported health has been shown to be worse among lone mothers than for mothers living as couples, even when controlling for socioeconomic characteristics. Mortality risk is also higher among lone parents. Children in single-parent households are at greater risk of severe morbidity and all-cause mortality than their peers in two-parent households."
num_some_college,Num Some College,0,Num adults ages 25-44 with some post-secondary education.,http://bit.ly/34hdiOd,"American Community Survey, 5-year estimates",http://factfinder2.census.gov/,"The relationship between higher education and improved health outcomes is well known, with years of formal education correlating strongly with improved work and economic opportunities, reduced psychosocial stress, and healthier lifestyles."
num_unemployed,Num Unemployed,0,Percentage of population ages 16 and older unemployed but seeking work.,http://bit.ly/2N1WepD,Bureau of Labor Statistics,http://www.bls.gov/lau/tables.htm,"The unemployed population experiences worse health and higher mortality rates than the employed population. Unemployment has been shown to lead to an increase in unhealthy behaviors related to alcohol and tobacco consumption, diet, exercise, and other health-related behaviors, which in turn can lead to increased risk for disease or mortality, especially suicide. Because employer-sponsored health insurance is the most common source of health insurance coverage, unemployment can also limit access to health care."
num_uninsured,Num Uninsured,0,Num people under age 65 without health insurance.,http://bit.ly/2ox9hWL,Small Area Health Insurance Estimates,https://www.census.gov/data/datasets/time-series/demo/sahie/estimates-acs.html,"Lack of health insurance coverage is a significant barrier to accessing needed health care and to maintaining financial security. One key finding from the Kaiser Family Foundation report on access to healthcare is that, ""Going without coverage can have serious health consequences for the uninsured because they receive less preventative care, and delayed care often results in serious illness or other health problems. Being uninsured can also have serious financial consequences, with many unable to pay their medical bills, resulting in medical debt."""
num_uninsured_adults,Total Num Uninsured Adults,0,Num adults under age 65 without health insurance.,http://bit.ly/2q1FBS3,Small Area Health Insurance Estimates,https://www.census.gov/data/datasets/time-series/demo/sahie/estimates-acs.html,"Lack of health insurance coverage is a significant barrier to accessing needed health care and to maintaining financial security.

The Kaiser Family Foundation released a report in December 2017 that outlines the effects insurance has on access to health care and financial independence. One key finding was that 'Going without coverage can have serious health consequences for the uninsured because they receive less preventative care, and delayed care often results in serious illness or other health problems. Being uninsured can also have serious financial consequences, with many unable to pay their medical bills, resulting in medical debt.'"
num_uninsured_children,Total Num Uninsured Children,0,Num children under age 19 without health insurance.,http://bit.ly/36ffurr,Small Area Health Insurance Estimates,https://www.census.gov/data/datasets/time-series/demo/sahie/estimates-acs.html,"Lack of health insurance coverage is a significant barrier to accessing needed health care and to maintaining financial security.

The Kaiser Family Foundation released a report in December 2017 that outlines the effects insurance has on access to health care and financial independence. One key finding was that 'Going without coverage can have serious health consequences for the uninsured because they receive less preventative care, and delayed care often results in serious illness or other health problems. Being uninsured can also have serious financial consequences, with many unable to pay their medical bills, resulting in medical debt.'"
num_workers_who_drive_alone,Num Workers Who Drive Alone,0,Num people in the workforce who drive alone.,http://bit.ly/2puq4tM,"American Community Survey, 5-year estimates",http://factfinder2.census.gov/,"The transportation choices that communities and individuals make have important impacts on health through items such as active living, air quality, and traffic crashes. The choices for commuting to work can include walking, biking, taking public transit, carpooling, or individuals driving alone, the last of which is the most damaging to the health of communities. In most counties, driving alone is also the primary form of transportation to work."
other_pcp_rate,Other Prim Care Prov Rate,1,"Num other primary care providers per 100, 000 people.",http://bit.ly/36lEuNp,"CMS, National Provider Identification",http://download.cms.gov/nppes/NPI_Files.html,"Physicians are not the only providers of primary health care. Other professionals can serve as usual sources of routine, preventive care, including nurse practitioners (NP), physician assistants PA), and clinical nurse specialists. The Health Services Research Administration projects that the primary care NP and PA workforces will grow far more rapidly than the physician supply in the next 10 years and could help alleviate shortages as demand increases."
other_pcp_ratio,Other Prim Care Prov Ratio,1,Ratio of population to other primary care providers.,http://bit.ly/36lEuNp,"CMS, National Provider Identification",http://download.cms.gov/nppes/NPI_Files.html,"Physicians are not the only providers of primary health care. Other professionals can serve as usual sources of routine, preventive care, including nurse practitioners (NP), physician assistants PA), and clinical nurse specialists. The Health Services Research Administration projects that the primary care NP and PA workforces will grow far more rapidly than the physician supply in the next 10 years and could help alleviate shortages as demand increases."
overcrowding,Overcrowding,1,Percentage of households with overcrowding.,http://bit.ly/2pq7Ppv,Comprehensive Housing Affordability Strategy (CHAS) data,https://www.huduser.gov/portal/datasets/cp.html,"Good health depends on having homes that are safe and free from physical hazards. When adequate housing protects individuals and families from harmful exposures and provides them with a sense of privacy, security, stability and control, it can make important contributions to health. In contrast, poor quality and inadequate housing contributes to health problems such as infectious and chronic diseases, injuries, and poor childhood development."
pcp_rate,Prim Care Physicians Rate,1,"Num primary care physicians per 100,000 people.",http://bit.ly/2PuXnaU,Area Health Resource File/American Medical Association,https://data.hrsa.gov/data/download,"Access to care requires not only financial coverage, but also access to providers. While high rates of specialist physicians have been shown to be associated with higher (and perhaps unnecessary) utilization, sufficient availability of primary care physicians is essential for preventive and primary care, and, when needed, referrals to appropriate specialty care."
pcp_ratio,Prim Care Physicians Ratio,1,Ratio of population to primary care physicians.,http://bit.ly/2PuXnaU,Area Health Resource File/American Medical Association,https://data.hrsa.gov/data/download,"Access to care requires not only financial coverage, but also access to providers. While high rates of specialist physicians have been shown to be associated with higher (and perhaps unnecessary) utilization, sufficient availability of primary care physicians is essential for preventive and primary care, and, when needed, referrals to appropriate specialty care."
pct_65_and_over,Older Than 65,1,Percentage of the population older than 65.,http://bit.ly/2q7p4M8,Census Population Estimates,https://www.census.gov/programs-surveys/popest.html,
pct_adult_obesity,Adult Obesity,1,Percentage of the adult population (age 20 and older) that reports a body mass index (BMI) greater than or equal to 30 kg/m2.,http://bit.ly/2PwpFlq,CDC Diabetes Interactive Atlas,https://gis.cdc.gov/grasp/diabetes/DiabetesAtlas.html,"The County Health Rankings measure of obesity serves as a proxy metric for poor diet and limited physical activity and has been shown to have very high reliability.  Obesity increases the risk for health conditions such as coronary heart disease, type 2 diabetes, cancer, hypertension, dyslipidemia, stroke, liver and gallbladder disease, sleep apnea and respiratory problems, osteoarthritis, and poor health status."
pct_adult_smoking,Adult Smoking,1,Percentage of adults who are current smokers.,http://bit.ly/2NtmiZR,Behavioral Risk Factor Surveillance System,https://www.cdc.gov/brfss/,"Each year approximately 480,000 premature deaths can be attributed to smoking. Cigarette smoking is identified as a cause of various cancers, cardiovascular disease, and respiratory conditions, as well as low birthweight and other adverse health outcomes. Measuring the prevalence of tobacco use in the population can alert communities to potential adverse health outcomes and can be valuable for assessing the need for cessation programs or the effectiveness of existing programs. A study evaluating the reliability and validity of the self-reported BRFSS measures found high reliability and validity for the 'current smoker' responses, confirming that they are a fairly accurate portrayal of the population's smoking behavior."
pct_african_american,African American,1,Percentage of the population that is African American.,http://bit.ly/2q7p4M8,Census Population Estimates,https://www.census.gov/programs-surveys/popest.html,
pct_alcohol_impaired,Alcohol Impaired,1,Percentage of driving deaths with alcohol involvement.,http://bit.ly/2MYWS77,Fatality Analysis Reporting System,ftp://ftp.nhtsa.dot.gov/fars/,"Alcohol-impaired driving deaths directly measures the relationship between alcohol and motor vehicle crash deaths. In 2017, approximately 10,900 Americans were killed in alcohol-related motor vehicle crashes. The annual cost of alcohol-related crashes totals more than $44 billion. Drivers between the ages of 21 and 24 cause 27% of all alcohol-impaired deaths."
pct_american_indian_or_alaskan_native,Amer Indian/Alaskan Native,1,Percentage of the population that is American Indian/Alaskan Native.,http://bit.ly/2q7p4M8,Census Population Estimates,https://www.census.gov/programs-surveys/popest.html,
pct_asian,Asian,1,Percentage of the population that is asian.,http://bit.ly/2q7p4M8,Census Population Estimates,https://www.census.gov/programs-surveys/popest.html,
pct_children_in_poverty,Children In Poverty,1,Percentage of people under age 18 in poverty.,http://bit.ly/2JzZoiq,Small Area Income and Poverty Estimates,https://www.census.gov/data/datasets/2017/demo/saipe/2017-state-and-county.html,"Children in Poverty captures an upstream measure of poverty that assesses both current and future health risk. A 2011 study found that poverty and other social factors contribute a Num deaths comparable to leading causes of death in the US like heart attacks, strokes, and lung cancer. While repercussions resulting from poverty are present at all ages, children in poverty may experience lasting effects on academic achievement, health, and income into adulthood. Low-income children have an increased risk of injuries from accidents and physical abuse and are susceptible to more frequent and severe chronic conditions and their complications such as asthma, obesity, diabetes, ADHD, behavior disorders, and anxiety than children living in high income households."
pct_children_in_poverty_black,Children In Poverty (Black),0,Percentage of black people under age 18 in poverty.,http://bit.ly/2JzZoiq,Small Area Income and Poverty Estimates,https://www.census.gov/data/datasets/2017/demo/saipe/2017-state-and-county.html,"Children in Poverty captures an upstream measure of poverty that assesses both current and future health risk. A 2011 study found that poverty and other social factors contribute a Num deaths comparable to leading causes of death in the US like heart attacks, strokes, and lung cancer. While repercussions resulting from poverty are present at all ages, children in poverty may experience lasting effects on academic achievement, health, and income into adulthood. Low-income children have an increased risk of injuries from accidents and physical abuse and are susceptible to more frequent and severe chronic conditions and their complications such as asthma, obesity, diabetes, ADHD, behavior disorders, and anxiety than children living in high income households."
pct_children_in_poverty_hispanic,Children In Poverty (Hisp),0,Percentage of hispanic people under age 18 in poverty.,http://bit.ly/2JzZoiq,Small Area Income and Poverty Estimates,https://www.census.gov/data/datasets/2017/demo/saipe/2017-state-and-county.html,"Children in Poverty captures an upstream measure of poverty that assesses both current and future health risk. A 2011 study found that poverty and other social factors contribute a Num deaths comparable to leading causes of death in the US like heart attacks, strokes, and lung cancer. While repercussions resulting from poverty are present at all ages, children in poverty may experience lasting effects on academic achievement, health, and income into adulthood. Low-income children have an increased risk of injuries from accidents and physical abuse and are susceptible to more frequent and severe chronic conditions and their complications such as asthma, obesity, diabetes, ADHD, behavior disorders, and anxiety than children living in high income households."
pct_children_in_poverty_white,Children In Poverty (White),0,Percentage of white people under age 18 in poverty.,http://bit.ly/2JzZoiq,Small Area Income and Poverty Estimates,https://www.census.gov/data/datasets/2017/demo/saipe/2017-state-and-county.html,"Children in Poverty captures an upstream measure of poverty that assesses both current and future health risk. A 2011 study found that poverty and other social factors contribute a Num deaths comparable to leading causes of death in the US like heart attacks, strokes, and lung cancer. While repercussions resulting from poverty are present at all ages, children in poverty may experience lasting effects on academic achievement, health, and income into adulthood. Low-income children have an increased risk of injuries from accidents and physical abuse and are susceptible to more frequent and severe chronic conditions and their complications such as asthma, obesity, diabetes, ADHD, behavior disorders, and anxiety than children living in high income households."
pct_diabetic,Diabetes Prevalence,1,Percentage of adults aged 20 and above with diagnosed diabetes.,http://bit.ly/2WrYLfP,CDC Diabetes Interactive Atlas,https://gis.cdc.gov/grasp/diabetes/DiabetesAtlas.html,Diabetes is an important marker for a range of health behaviors. This can be a valuable source of data for communities in understanding the toll that risky health behaviors can take on their population and health care system.
pct_disconnected_youth,Disconnected Youth,1,Percentage of teens and young adults ages 16 to 19 who are neither working nor in school.,http://bit.ly/331pH8P,"American Community Survey, 5-year estimates",http://factfinder2.census.gov/,"Youth disconnection portrays a dynamic between individuals and their context. Disconnected youth are at an increased risk of violent behavior, smoking, alcohol consumption and marijuana use, and may have emotional deficits and less cognitive and academic skills than their peers who are working and/or in school. Studies show that both a lack of educational attainment and unemployment is linked to depression, anxiety, and poor physical health."
pct_drive_alone,Driving Alone,1,Percentage of the workforce that drives alone to work.,http://bit.ly/2puq4tM,"American Community Survey, 5-year estimates",http://factfinder2.census.gov/,"The transportation choices that communities and individuals make have important impacts on health through items such as active living, air quality, and traffic crashes. The choices for commuting to work can include walking, biking, taking public transit, carpooling, or individuals driving alone, the last of which is the most damaging to the health of communities. In most counties, driving alone is also the primary form of transportation to work."
pct_drive_alone_black,Driving Alone (Black),0,Percentage of the workforce that drives alone to work and is black.,http://bit.ly/2puq4tM,"American Community Survey, 5-year estimates",http://factfinder2.census.gov/,"The transportation choices that communities and individuals make have important impacts on health through items such as active living, air quality, and traffic crashes. The choices for commuting to work can include walking, biking, taking public transit, carpooling, or individuals driving alone, the last of which is the most damaging to the health of communities. In most counties, driving alone is also the primary form of transportation to work."
pct_drive_alone_hispanic,Driving Alone (Hispanic),0,Percentage of the workforce that drives alone to work and is hispanic.,http://bit.ly/2puq4tM,"American Community Survey, 5-year estimates",http://factfinder2.census.gov/,"The transportation choices that communities and individuals make have important impacts on health through items such as active living, air quality, and traffic crashes. The choices for commuting to work can include walking, biking, taking public transit, carpooling, or individuals driving alone, the last of which is the most damaging to the health of communities. In most counties, driving alone is also the primary form of transportation to work."
pct_drive_alone_white,Driving Alone (White),0,Percentage of the workforce that drives alone to work and is white.,http://bit.ly/2puq4tM,"American Community Survey, 5-year estimates",http://factfinder2.census.gov/,"The transportation choices that communities and individuals make have important impacts on health through items such as active living, air quality, and traffic crashes. The choices for commuting to work can include walking, biking, taking public transit, carpooling, or individuals driving alone, the last of which is the most damaging to the health of communities. In most counties, driving alone is also the primary form of transportation to work."
pct_excessive_drinking,Excessive Drinking,1,Percentage of adults reporting binge or heavy drinking.,http://bit.ly/2NpvVIP,Behavioral Risk Factor Surveillance System,https://www.cdc.gov/brfss/,"Excessive drinking is a risk factor for a Num adverse health outcomes, such as alcohol poisoning, hypertension, acute myocardial infarction, sexually transmitted infections, unintended pregnancy, fetal alcohol syndrome, sudden infant death syndrome, suicide, interpersonal violence, and motor vehicle crashes. Approximately 80,000 deaths are attributed annually to excessive drinking, and it is the third leading lifestyle-related cause of death in the United States."
pct_fair_or_poor,Fair Or Poor Health,1,Percentage of adults reporting fair or poor health (age-adjusted).,http://bit.ly/2BYrY8W,Behavioral Risk Factor Surveillance System,https://www.cdc.gov/brfss/,"Self-reported health status is a general measure of health-related quality of life (HRQoL) in a population. Measuring HRQoL helps characterize the burden of disabilities and chronic diseases in a population. Self-reported health status is a widely used measure of people's health-related quality of life. In addition to measuring how long people live, it is important to also include measures that consider how healthy people are while alive.

The use of self-rated health as a measure to compare health status benefits from its comprehensive, inclusive, and non-specific nature. Furthermore, a meta-analysis of the association between mortality and a single item assessing self-rated health found that people with 'poor' self-rated health had a twofold higher mortality risk than persons with 'excellent' self-rated health. This analysis concludes that a single measure that takes little time to collect and can be captured routinely is appropriate for measuring health among large populations. A study that investigated the reliability of the HRQoL questions included in BRFSS found high retest reliability for the self-reported health measure."
pct_female,Female,1,Percentage of the population that is female.,http://bit.ly/2q7p4M8,Census Population Estimates,https://www.census.gov/programs-surveys/popest.html,
pct_food_insecure,Food Insecure,1,Percentage of population who lack adequate access to food.,http://bit.ly/323tT6p,Map the Meal Gap,https://map.feedingamerica.org/,"Lacking consistent access to food is related to negative health outcomes such as weight-gain and premature mortality. In addition to asking about having a constant food supply in the past year, the measure also addresses the ability of individuals and families to provide balanced meals, further addressing barriers to healthy eating. The consumption of fruits and vegetables is important, but it may be equally important to have adequate access to a constant food supply."
pct_free_or_reduced_lunch,Free Or Reduced Lunch,1,Percentage of children enrolled in public schools that are eligible for free or reduced price lunch.,http://bit.ly/2Pv3wUw,National Center for Education Statistics,http://nces.ed.gov/ccd/elsi/tableGenerator.aspx,"Food insecurity and hunger are known to impair child development and increase risk of poor health outcomes. The National School Lunch Program leads to substantial reductions in childhood food insecurity, poor health, and obesity.Under the National School Lunch Act, eligible children (based on family size and income) receive adequate nutrition to help support development and a healthy lifestyle. In addition, eligibility for free or reduced price lunch is a useful indicator of family poverty and its effect on children. When combined with poverty data, this measure can also be used to identify gaps in eligibility and enrollment."
pct_frequent_mental_distress,Freq Mental Distress,1,Percentage of adults reporting 14 or more days of poor mental health per month.,http://bit.ly/31Zr1HN,Behavioral Risk Factor Surveillance System,https://www.cdc.gov/brfss/,Frequent mental distress is a corollary measure to poor mental health days. It provides a slightly different picture that emphasizes those who are experiencing more chronic and likely severe mental health issues.
pct_frequent_physical_distress,Freq Physical Distress,1,Percentage of adults reporting 14 or more days of poor physical health per month.,http://bit.ly/2WsYEAK,Behavioral Risk Factor Surveillance System,https://www.cdc.gov/brfss/,"Frequent physical distress is a corollary measure to poor physical health days. It provides a slightly different picture that emphasizes those who are experiencing more chronic, and likely severe, physical health issues."
pct_hispanic,Hispanic,1,Percentage of the population that is hispanic.,http://bit.ly/2q7p4M8,Census Population Estimates,https://www.census.gov/programs-surveys/popest.html,
pct_homeowners,Homeownership,1,Percentage of occupied housing units that are owned.,http://bit.ly/34evTdK,"American Community Survey, 5-year estimates",http://factfinder2.census.gov/,"Housing is central to opportunities for living long and well, and stable and affordable housing is an essential element of healthy communities. Homeownership has historically been a springboard for families to enter the middle class. Owning a home over time can help build savings for education or for other opportunities important to health and future family wealth. High levels of homeownership are associated with more stable housing and more tightly knit communities."
pct_insufficient_sleep,Insufficient Sleep,1,Percentage of adults who report fewer than 7 hours of sleep on average.,http://bit.ly/321vvh2,Behavioral Risk Factor Surveillance System,https://www.cdc.gov/brfss/,"Sleep is an important part of a healthy lifestyle, and a lack of sleep can have serious negative effects on one's own health as well as the health of others. Ongoing sleep deficiency has been linked to chronic health conditions including heart disease, kidney disease, high blood pressure, and stroke, as well as psychiatric disorders such as depression and anxiety, risky behavior, and even suicide. Sleepiness can lead to motor vehicle crashes and put the lives of others in jeopardy."
pct_lbw,Low Birthweight,1,"Percentage of live births with low birthweight (< 2,500 grams).",http://bit.ly/2NoGvQu,National Center for Health Statistics - Natality files,https://wonder.cdc.gov/natality.html,"Low birthweight (LBW) represents multiple factors: infant current and future morbidity, as well as premature mortality risk, and maternal exposure to health risks. LBW serves as a predictor of premature mortality and/or morbidity. LBW children have greater developmental and growth problems, are at higher risk of cardiovascular disease later in life, have a greater rate of respiratory conditions, and have higher rates of cognitive problems such as cerebral palsy, and visual, auditory, and intellectual impairments.

From the perspective of maternal health outcomes, LBW indicates maternal exposure to health risks in all categories of health factors, including her health behaviors, access to health care, the social and economic environment the mother inhabits, and environmental risks to which she is exposed. Authors have found that modifiable maternal health behaviors, including nutrition and weight gain, smoking, and alcohol and substance use or abuse can result in LBW."
pct_lbw_black,Low Birthweight (Black),0,"Percentage of live births with low birthweight (< 2,500 grams) for blacks.",http://bit.ly/2NoGvQu,National Center for Health Statistics - Natality files,https://wonder.cdc.gov/natality.html,"Low birthweight (LBW) represents multiple factors: infant current and future morbidity, as well as premature mortality risk, and maternal exposure to health risks. LBW serves as a predictor of premature mortality and/or morbidity. LBW children have greater developmental and growth problems, are at higher risk of cardiovascular disease later in life, have a greater rate of respiratory conditions, and have higher rates of cognitive problems such as cerebral palsy, and visual, auditory, and intellectual impairments.

From the perspective of maternal health outcomes, LBW indicates maternal exposure to health risks in all categories of health factors, including her health behaviors, access to health care, the social and economic environment the mother inhabits, and environmental risks to which she is exposed. Authors have found that modifiable maternal health behaviors, including nutrition and weight gain, smoking, and alcohol and substance use or abuse can result in LBW."
pct_lbw_hispanic,Low Birthweight (Hispanic),0,"Percentage of live births with low birthweight (< 2,500 grams) for hispanics.",http://bit.ly/2NoGvQu,National Center for Health Statistics - Natality files,https://wonder.cdc.gov/natality.html,"Low birthweight (LBW) represents multiple factors: infant current and future morbidity, as well as premature mortality risk, and maternal exposure to health risks. LBW serves as a predictor of premature mortality and/or morbidity. LBW children have greater developmental and growth problems, are at higher risk of cardiovascular disease later in life, have a greater rate of respiratory conditions, and have higher rates of cognitive problems such as cerebral palsy, and visual, auditory, and intellectual impairments.

From the perspective of maternal health outcomes, LBW indicates maternal exposure to health risks in all categories of health factors, including her health behaviors, access to health care, the social and economic environment the mother inhabits, and environmental risks to which she is exposed. Authors have found that modifiable maternal health behaviors, including nutrition and weight gain, smoking, and alcohol and substance use or abuse can result in LBW."
pct_lbw_white,Low Birthweight (White),0,"Percentage of live births with low birthweight (< 2,500 grams) for whites.",http://bit.ly/2NoGvQu,National Center for Health Statistics - Natality files,https://wonder.cdc.gov/natality.html,"Low birthweight (LBW) represents multiple factors: infant current and future morbidity, as well as premature mortality risk, and maternal exposure to health risks. LBW serves as a predictor of premature mortality and/or morbidity. LBW children have greater developmental and growth problems, are at higher risk of cardiovascular disease later in life, have a greater rate of respiratory conditions, and have higher rates of cognitive problems such as cerebral palsy, and visual, auditory, and intellectual impairments.

From the perspective of maternal health outcomes, LBW indicates maternal exposure to health risks in all categories of health factors, including her health behaviors, access to health care, the social and economic environment the mother inhabits, and environmental risks to which she is exposed. Authors have found that modifiable maternal health behaviors, including nutrition and weight gain, smoking, and alcohol and substance use or abuse can result in LBW."
pct_less_18,Younger Than 18,1,Percentage of the population younger than 18.,http://bit.ly/2q7p4M8,Census Population Estimates,https://www.census.gov/programs-surveys/popest.html,
pct_limited_access,Access To Healthy Foods,1,Percentage of population who are low-income and do not live close to a grocery store.,http://bit.ly/2puMgUP,USDA Food Environment Atlas,https://www.ers.usda.gov/data-products/food-environment-atlas/,"There is strong evidence that residing in a food desert is correlated with a high prevalence of overweight, obesity, and premature death. Supermarkets traditionally provide healthier options than convenience stores or smaller grocery stores. Additionally, lack of access to fresh fruits and vegetables is a substantial barrier to consumption and is related to premature mortality. This measure is no longer ranked, it was replaced by a composite measure of the food environment which includes food insecurity and access to healthy foods."
